duration;c_0001;Consent;Use1;Prof;Imp1;Imp2;MET1;Charge_PM;Charge_Vendors;Charge_Users;Charge_Develop;Charge_Noone;Charge_HH_PM;Charge_HH_Vendor;Charge_HH_Users;Charge_HH_Developers;Charge_HH_Noone;Household;Income;PolOrient;Gender;Age;Education;EnergyConsumption;Environmentalist;SeriousPart
1166;0;1;5;6;7;7;The most effective way to save energy when using generative AI is to prioritize efficiency in interactions. By delivering clear, concise, and relevant responses while minimizing unnecessary computations, generative AI can maintain its utility while reducing energy consumption. This thoughtful approach benefits both users and the environment.;20;15;45;20;0;30;10;45;15;0;5;7;6;2;51;6;1;2;5
510;1;1;3;2;7;6;I am not sure what I could do to save energy on this.  Maybe use my cell phone instead of using my laptop or desktop?;14;22;10;54;0;15;5;72;8;0;2;6;2;2;58;3;1;2;5
338;0;1;3;3;4;4;Not use it i did not know using ai used so much energy;25;25;25;25;0;0;0;100;0;0;3;4;7;2;58;2;1;1;5
1223;1;1;3;5;3;3;Limit the number of prompts and choose simpler tasks that require less processing power.;21;15;56;8;0;10;15;64;11;0;3;3;6;2;37;4;1;1;5
842;0;1;4;5;3;5;I think switching to a more reliable renewable energy source that does not pollute the environment;27;10;24;18;21;13;10;20;45;12;4;6;6;2;64;6;1;2;5
172;1;1;5;5;5;6;dont use it too much;20;20;20;20;20;20;20;20;20;20;3;4;1;2;33;4;1;2;5
416;0;1;2;2;4;5;To use it for the most important actions and not for frivolous reasons;21;27;41;11;0;14;8;78;0;0;4;5;5;2;51;6;1;1;5
235;1;1;3;5;4;5;im not sure i mean other than use it less;0;0;0;100;0;0;58;42;0;0;3;2;2;2;77;2;1;1;5
424;1;1;3;4;4;4;Consider how long the task needs to run for;25;50;5;20;0;25;15;40;20;0;4;6;4;2;35;4;2;1;5
863;0;1;3;6;6;5;Being specific and concise in my prompts: The more specific I am, the less processing power the model needs to use to understand what I want.  Avoiding unnecessary or repetitive requests: I should try to get the information I need in as few requests as possible.  Using simpler models when appropriate: If I don't need the most advanced model for a particular task, I should use a simpler one that requires less energy.;10;30;20;20;20;20;20;20;20;20;3;4;2;1;25;4;2;2;5
593;1;1;5;6;1;2;I have never thought about it using energy, but I would guess, cut down on using it.;10;50;5;35;0;0;0;100;0;0;2;4;5;2;65;3;1;1;5
702;0;1;4;4;6;4;The most effective thing I could do to save energy when using generative AI is to be intentional and concise with my prompts, ensuring I ask clear, well-thought-out questions to minimise unnecessary processing and reduce energy usage.;30;40;20;10;0;0;0;100;0;0;6;3;3;1;31;6;1;1;5
594;0;1;4;6;6;5;Choosing devices with energy-efficient processors and hardware can make a difference.  ;36;15;24;15;10;24;20;17;14;25;5;6;2;2;63;6;1;2;5
334;1;1;4;6;3;3;Probably the best thing I could do is be more intentional with my prompts—like making sure my questions are clear and specific so I don’t have to keep refining or repeating them;15;10;45;30;0;10;20;60;10;0;4;4;3;1;35;4;1;2;5
486;1;1;3;5;2;3;I honestly have no idea here and am guessing. My guess is don't use AI to generate images as I am assuming the extra load causes it to use a lot more energy?;10;85;0;5;0;5;10;75;10;0;2;7;4;1;38;6;2;1;5
681;0;1;5;7;6;6;Avoiding unnecessary usage and putting off all gadgets I use to access generative AI platforms when not in use. ;6;11;61;22;0;0;33;63;4;0;4;7;6;1;36;6;1;2;5
449;0;1;2;1;1;1;I don’t think there is anything to do, as long as I am using a device to utilize AI I am using energy. The most effective way is to get off technology and save the electricity it would use. ;0;0;0;0;100;0;0;100;0;0;3;5;4;2;52;3;2;1;5
321;1;1;3;3;5;6;Only use it when I really need to;0;0;0;100;0;20;0;0;80;0;3;2;4;1;55;2;1;1;5
259;1;1;2;1;3;3;No idea;7;15;59;19;0;11;27;11;8;43;2;8;5;2;51;4;2;1;5
286;0;1;5;6;7;7;not use it so often and try to limit the amount of prompts a day.;7;37;4;52;0;12;46;3;39;0;3;6;1;2;34;4;1;2;5
412;0;1;1;1;2;2;Limit use to only what is necessary;25;10;15;50;0;0;50;50;0;0;1;1;4;4;36;4;1;1;5
520;1;1;2;3;5;6;I don't know. To only use it sparingly, I suppose. But I do not know what uses more energy or less energy. So I wouldn't know which one to use less than another.;21;38;0;37;4;7;47;20;26;0;1;3;2;1;59;3;1;1;5
298;1;1;3;3;1;3;I guess use it less;0;0;0;100;0;0;0;100;0;0;4;6;2;2;35;6;1;1;5
494;0;1;3;4;6;5;I could be more mindful and do my tasks manually and not need AI at all.;29;26;15;30;0;15;30;20;35;0;3;4;3;1;30;2;1;1;5
1340;0;1;4;5;6;5;The most effective thing would be to limit the use of AI for tasks that can be done  manually or with simpler tools, reducing unnecessary processing. Additionally  optimizing the AI's settings to perform tasks more efficiently such as lowering resolution for image generation or using shorter prompts could help save energy,.;25;20;20;30;5;0;0;0;0;0;3;4;5;2;24;6;1;2;5
420;1;1;2;3;4;4;Not really sure ;69;2;14;14;1;18;36;8;38;0;2;7;6;2;63;4;2;1;5
469;1;1;3;3;4;4;Understand how various usages differ or not in energy usage;30;60;0;10;0;40;60;0;0;0;2;5;4;1;64;6;1;1;5
693;0;1;3;5;5;5;Don't use it as much.;20;20;20;40;0;0;0;100;0;0;6;4;4;2;39;6;1;1;5
497;0;1;2;5;4;4;Ask shorter questions.;0;50;0;50;0;0;0;100;0;0;2;4;7;2;62;2;2;1;5
1536;1;1;4;6;5;4;using AI only when necessary instead of every time;15;20;15;50;0;30;30;10;30;0;4;7;6;1;33;6;2;2;5
771;1;1;3;5;5;4;Relaxing and letting it do the job for you;28;54;6;8;4;37;24;19;5;15;3;7;7;2;55;6;1;2;5
1220;0;1;4;6;6;6;i think that one must get a low consuming device in other to save energy and you can put of the devices you are not currently using while using generative AI;13;16;50;21;0;15;26;47;12;0;4;7;6;2;43;6;2;1;5
293;1;1;4;5;5;5;I don't know ;20;8;20;52;0;17;37;21;25;0;1;4;2;4;30;6;1;2;5
474;0;1;3;2;6;6;make sure my laptop is unplugged when charged;18;0;62;20;0;20;27;36;17;0;2;5;1;2;60;3;1;2;5
2310;0;1;4;6;4;6;analyzing data, identifying patterns, and making accurate forecasts;23;21;19;33;4;5;30;29;28;8;3;4;1;2;38;6;1;2;5
745;1;1;3;4;4;3;The best thing I could do is to use generative AI for mostly important tasks.;5;25;25;35;10;2;30;25;30;13;1;6;6;1;49;4;1;1;5
428;1;1;5;5;5;5;I would have no idea. I have never thought about this before today;0;0;60;40;0;0;57;43;0;0;2;5;6;1;59;3;1;1;5
563;0;1;5;6;4;4;Be Clear and Specific in Requests;0;7;62;31;0;0;0;100;0;0;5;3;5;1;26;4;1;2;5
543;0;1;1;1;2;2;by not using it;10;0;45;45;0;5;20;55;20;0;4;6;6;1;57;4;2;1;5
1410;1;1;4;7;1;1;usage patterns and changing my habits accordingly. I can engage multiple tasks at same time.  ;26;17;26;31;0;17;19;28;36;0;5;6;4;2;25;6;1;2;5
824;1;1;3;2;6;5;Plan the prompts carefully and fully the first time to get closest to excellent content rather than readjusting the prompt over and over to get closer to what you want.;10;10;30;50;0;10;30;10;50;0;1;3;2;2;77;6;1;2;5
573;0;1;3;6;4;4;to only use it when necessary;0;10;10;80;0;0;0;100;0;0;2;4;4;2;51;6;1;1;5
1337;1;1;3;5;5;5;Use only as needed, as I hope to become more aware of how much impact AI has on our environment.;30;25;25;20;0;30;20;15;35;0;2;4;2;2;59;4;1;2;5
440;1;1;4;6;5;5;Only use it when you really have to;21;24;31;24;0;17;26;39;18;0;6;7;7;2;53;6;1;2;5
1097;0;1;4;5;3;3;To limit my tasks to things that are productive and turn off the application when done as well as power off the computer when not in use.;0;30;70;0;0;0;0;100;0;0;2;5;4;1;51;4;1;1;5
417;1;1;2;2;3;3;stop using it altogether and leave devices behind for a while;40;40;5;15;0;40;40;5;15;0;1;5;3;2;60;6;2;1;5
946;1;1;1;1;6;6;Switch to energy saving leds, keep your heating down to a minimum temperature;20;10;15;40;15;15;20;50;5;10;7;2;6;2;52;2;1;1;5
601;0;1;5;6;6;6;Simple habits like turning off devices, monitors, or routers when not in use can make a significant impact.;20;25;14;41;0;29;13;25;33;0;6;7;7;2;58;6;1;2;5
629;1;1;4;7;7;7;I think not using it for a long period just like anything else that you would use that uses electric, ;17;11;22;36;14;16;49;9;22;4;2;4;5;2;62;4;1;1;5
1712;0;1;4;6;5;6;The most effective thing would be to limit the use of AI for tasks that can be done manually or with simpler tools reducing unnecessary processing. Additionally optimizing the AI's   settings to perform tasks more efficiently such as lowering resolution for imagee generation or using shorter prompts could help save energy.;21;20;22;20;17;0;0;0;0;0;3;4;5;2;24;6;1;2;5
1237;1;1;5;7;7;7;After finishing using the gadget used for AI we should off it from the socket or turn it off;8;11;49;28;4;18;17;38;20;7;4;7;7;1;57;6;1;2;5
986;1;1;3;4;5;5;reduce redundant processing;32;13;10;40;5;13;37;28;18;4;4;6;6;2;70;6;2;2;5
1184;0;1;4;7;6;7;I can maintain a cache of frequently generated responses, allowing me to reuse them instead of generating new text every time. This will reduce the computational energy required.;5;40;35;20;0;10;20;40;30;0;5;7;7;2;36;6;1;2;5
1023;1;1;4;6;4;4;When not in use put server resources to standby  Use datacenter which is environmental friendly cooling and power source  Use cloud solutions to optimize resources  ;45;15;10;30;0;39;25;17;19;0;4;4;3;2;40;6;1;1;5
709;1;1;3;4;4;4;I have no idea but I would like to know.;55;15;0;25;5;60;20;5;15;0;1;3;4;2;59;4;1;1;5
1390;0;1;2;4;6;6;Ask questions like at the beginning of this study and getting the answers.;30;20;25;25;0;7;37;20;36;0;3;4;5;2;70;2;2;1;5
536;0;1;2;6;7;7;Be aware of what appliances use the most energy and use them in off peak hours.;12;17;19;23;29;19;20;24;12;25;2;4;6;2;72;2;2;2;5
733;1;1;1;1;4;4;I'm not even sure where the energy is being consumed when someone uses AI? Is it the by servers at ChatGPT, for example? I would think those would be running regardless of how many people use the service. I'm not really sure what I, personally, could do to save energy.;15;75;10;0;0;30;40;30;0;0;2;3;4;2;74;2;1;2;5
507;1;1;5;6;5;6;Minimizing high energy outputs, like complex calculations or large scale data processing, unless essential. Encouraging precise queries so users get the information they need in fewer interactions. ;24;20;25;23;8;25;24;21;27;3;4;3;1;1;36;4;1;2;5
436;0;1;4;3;4;4;To use it sparingly;0;0;50;50;0;0;46;54;0;0;3;5;4;1;68;3;1;1;5
462;0;1;4;3;2;2;"I am not sure, I don;t use AI very much.  Maybe try to use it only certain times of the day?";10;34;50;6;0;4;0;36;60;0;2;5;5;1;61;3;1;1;5
395;1;1;2;1;5;5;Not use AI.;30;30;10;30;0;30;30;10;30;0;2;3;3;1;59;5;1;2;5
398;0;1;3;3;3;3;Ask for concise answers.;55;0;20;25;0;24;38;38;0;0;2;3;4;1;46;3;1;1;5
-1;1;1;4;5;6;6;I could save energy by making sure I use AI in the most safe way possible;20;30;30;20;0;10;20;40;30;0;3;7;4;2;59;6;1;2;5
2839;0;1;4;5;6;5;I could save energy by ensuring that I use AI in the most safe way possible;20;25;25;30;0;20;20;40;20;0;5;7;4;2;79;6;1;2;5
278;1;1;2;1;7;7;Only use it sparingly;0;0;50;50;0;0;0;100;0;0;2;5;1;1;60;4;1;2;5
593;0;1;5;7;6;5;optimize prompts to reduce the need for multiple outputs.;0;15;5;80;0;0;70;30;0;0;2;3;4;1;28;3;1;2;5
909;1;1;2;3;7;7;I would think using it efficiently by watching how much time I spend with it should be considered.;10;20;50;20;0;0;10;90;0;0;2;4;3;2;62;2;1;1;5
771;0;1;3;4;4;6;I think I could make sure not to use the help of an AI for too long of a period of time - especially to produce something very detailed and grand - because that would most probably take up more electricity, just to ask the AI to generate something for an extended amount of time.;30;25;15;30;0;25;30;15;30;0;6;8;5;2;36;6;2;2;5
526;1;1;3;4;1;2;no idea;0;100;0;0;0;0;0;0;0;100;2;8;7;2;68;6;1;1;5
399;0;1;4;4;2;2;Work in a temperature controlled office with energy efficient lighting ;20;20;20;40;0;15;40;15;30;0;2;6;6;1;63;6;1;1;5
500;1;1;3;2;4;4;Use it only when needed.;20;25;20;35;0;0;0;100;0;0;2;4;7;2;67;4;1;1;5
1060;0;1;3;4;3;3;Just to not use it at all. But, that's most likely not going to happen.;60;20;0;20;0;25;40;10;25;0;1;2;4;1;54;3;1;2;5
238;1;1;2;2;3;3;Not leave the computer on afterwards;83;7;8;2;0;29;30;9;32;0;3;4;1;1;46;4;1;2;5
231;1;1;3;3;2;4;I don't use AI that much ;32;20;18;30;0;33;15;38;14;0;3;4;2;1;25;4;1;1;5
253;0;1;3;2;5;5;Probably use it less often or for less frivelous things.;45;10;5;40;0;35;20;20;25;0;3;3;2;1;32;2;2;1;5
616;1;1;3;3;5;5;use only when essential to task at hand;25;25;25;25;0;0;50;25;25;0;2;5;2;2;77;4;1;1;5
707;0;1;3;5;2;3;prompt optimization  using and choosing smaller models;20;20;30;30;0;0;5;90;5;0;3;6;7;2;59;6;1;2;5
875;0;1;2;3;2;2;not use it at all and do it my self;0;0;0;100;0;0;0;100;0;0;2;2;4;2;41;1;2;1;5
320;1;1;3;4;4;4;Maybe just limit my usage altogether.;0;27;0;71;2;20;50;0;30;0;4;5;2;2;31;4;1;2;5
545;0;1;3;4;5;6;I never really thought about the energy required to run AI. I suppose limit my use of it but not sure what I could do besides less usage.;0;60;40;0;0;0;0;100;0;0;3;5;2;2;58;4;1;2;5
326;1;1;3;5;4;4;Truth be told, I was actually not super aware that it caused us to use a lot more energy. I guess I could just use it less and use google more. ;25;20;20;35;0;0;40;60;0;0;2;3;2;2;45;3;1;1;5
397;0;1;3;5;3;3;Use it only for tasks that are helpful, relevant or necessary. ;0;0;10;90;0;0;80;20;0;0;5;5;6;1;33;6;1;1;5
711;1;1;4;7;2;2;I've never thought of using AI as anymore of an energy user than using my computer for anything else already.  The first thing that comes to my mind it turning off the computer itself when not in use, or if using the actual AI itself takes that much more energy then only using it when absolutely necessary which is not very often personally, I'm old school and still mostly just use basic Google searching and only use AI searching or image generation in certain circumstances.;20;40;0;40;0;10;40;10;40;0;5;6;4;2;38;4;1;1;5
806;0;1;1;4;7;7;Being clear and specific in questions helps optimize energy usage by getting to the best answers faster.;27;23;25;25;0;28;18;26;28;0;4;8;6;1;30;4;1;2;5
406;1;1;1;1;1;7;Literally not use generative AI at all.;50;0;50;0;0;20;20;20;20;20;2;1;1;1;34;4;2;1;5
521;0;1;3;5;3;4;Using it responsibly for dedicated tasks;30;40;10;20;0;0;10;80;10;0;4;7;5;1;53;6;1;1;5
394;0;1;4;6;1;2;Turn it off when I'm done with it;0;0;0;0;100;0;29;41;30;0;6;7;6;2;35;4;1;1;5
1880;1;1;5;7;7;7;Focus on the primary thing you are using the generative energy for;20;20;20;20;20;20;20;20;30;10;3;4;7;2;31;4;1;2;5
406;0;1;3;5;6;5;Use it less, think about it which way to use it;19;28;13;24;16;26;17;21;29;7;4;3;2;2;37;4;1;1;5
2148;1;1;4;6;6;5;i feel i should use AI for important and necessary search only ;10;31;44;15;0;21;26;38;15;0;5;8;7;2;28;6;1;2;5
1030;0;1;3;4;7;7;"I'm not sure at all about that; I only know that AI requires a massive amounts of electricity that contribute to significant carbon emissions so it's not at all good for the environment.";40;10;0;50;0;35;40;0;25;0;1;3;4;2;69;2;1;2;5
408;1;1;3;3;4;5;I could be more efficient with my requests and only use generative AI when it's needed, not when I'm just bored and looking for something to do.;40;25;15;20;0;10;20;60;10;0;5;5;6;2;35;4;1;1;5
700;1;1;5;5;4;5;i have no idea;40;30;5;25;0;10;40;20;30;0;4;5;6;2;36;4;1;2;5
379;0;1;3;3;3;3;I don't know, because I don't think about energy savings. ;0;65;0;35;0;0;45;13;42;0;4;8;5;1;46;6;2;1;5
833;1;1;4;5;5;4;Limit the amount of power available;20;30;20;20;10;30;40;20;10;0;5;6;6;1;26;6;1;2;5
707;1;1;4;4;3;5;Limit my dependency on technology in general - this includes AI. However, when in use, we need to be mindful of the amount of energy we demand from AI - putting limits on how many pics we generate, or text we prompt, etc.;11;64;0;25;0;0;0;100;0;0;1;2;5;1;57;3;1;2;5
854;0;1;4;6;5;7;1. Close unnecessary tabs: After using a generative AI model, close the tab or window to avoid keeping the model active in the background.  2. Use energy-efficient devices: When accessing generative AI models, use energy-efficient devices like laptops or tablets, which consume less power than desktop computers.  3. Turn off devices when not in use: Make it a habit to turn off devices, like computers or smartphones, when not in use to avoid standby power consumption.  4. Opt for energy-efficient cloud services: When using cloud-based generative AI services, choose providers that prioritize energy efficiency and renewable energy sources.  5. Limit excessive usage: Be mindful of your generative AI usage and avoid excessive querying or unnecessary computations.;25;25;25;25;0;25;25;25;25;0;3;6;7;1;26;6;1;1;5
502;1;1;5;6;5;6;I have to make sure i focus more on the important tasks when using it;32;20;31;17;0;15;23;34;28;0;5;6;7;2;47;6;1;2;5
712;0;1;1;1;7;7;Use it only when needed;52;0;0;48;0;0;82;18;0;0;2;6;3;1;70;4;1;2;5
327;1;1;1;1;7;7;Unsure. I have never used it.;25;0;50;25;0;25;25;50;0;0;1;3;1;1;55;4;1;2;5
586;0;1;1;3;3;3;Simply being mindful of the potential energy usage and making efforts to avoid being wasteful where possible. ;20;15;15;50;0;20;15;15;50;0;1;2;4;1;45;2;1;1;5
342;0;1;4;6;2;4;Use it for the thing that is the hardest for me so I can be doing something else in the meantime.;20;5;15;10;50;5;30;30;25;10;1;2;2;2;28;3;1;2;5
536;1;1;2;2;3;3;Control energy consumption in my home;19;21;40;20;0;10;20;60;10;0;3;7;3;1;72;6;1;1;5
1343;1;1;5;7;6;6;Ensuring an optimization of prompt efficiency when using generative AI will help to reduce unnecessary computations. AI can also be used only for summary and avoid full-length responses.;64;7;14;15;0;48;23;20;9;0;4;5;7;2;25;6;2;2;5
517;0;1;2;2;4;6;Limit the amount of time spent using generative AI;0;80;0;20;0;10;50;30;10;0;3;3;2;2;73;2;1;2;5
512;1;1;4;5;4;5;Use it only when necessary I think. Also not keeping it open and running constantly.;0;0;0;100;0;0;50;25;25;0;5;4;4;2;40;2;1;1;5
407;0;1;4;5;1;4;run LLM locally;1;80;9;10;0;1;70;19;10;0;1;4;5;1;60;2;1;1;5
1368;0;1;5;7;5;6;it is important to use hardware that are less consuming ;24;20;35;21;0;21;22;36;21;0;3;7;7;2;42;6;1;2;5
1102;1;1;4;7;4;4;I'm not sure. Maybe it is the hardware I choose to use.  Perhaps consumers choose hardware that is over-capable when it is not necessarily needed.  ;20;30;20;30;0;10;30;30;30;0;2;7;6;2;60;6;2;1;5
193;0;1;3;4;5;5;Not using generative AI for certain things.;0;60;10;30;0;0;70;15;15;0;4;3;2;2;29;4;1;1;5
541;1;1;2;3;3;3;Only use it when necessary , and finish as quickly as possible;25;25;25;25;0;25;25;25;25;0;2;5;7;2;78;4;1;1;5
586;1;1;1;2;6;6;never use it;46;0;18;36;0;12;37;8;43;0;3;5;4;1;37;3;1;1;5
412;0;1;4;5;6;5;office work;30;30;10;20;10;30;30;10;20;10;4;4;6;2;59;6;1;2;5
462;0;1;4;2;6;6;I would imagine it is always important to consider energy consumption.;15;15;20;50;0;0;0;100;0;0;3;3;5;1;64;2;1;1;5
523;1;1;4;7;6;6; I can minimize redundant queries, avoid generating overly lengthy responses when a concise answer will do, and streamline code execution to prevent wasteful processing.;25;20;10;45;0;20;20;20;40;0;4;3;2;2;37;6;1;2;5
524;0;1;3;6;5;6;I dont really know . maybe no use it too often ;0;10;33;57;0;0;50;50;0;0;5;5;6;1;27;4;1;2;5
1324;1;1;3;5;2;4;I’d encourage the use of energy-efficient infrastructure, so if I'm operating in an environment that uses AI, I'd aim for systems powered by renewable energy sources, making sure the energy footprint is as low as possible.;20;30;20;30;0;30;30;20;20;0;4;7;6;1;52;6;1;2;5
329;1;1;1;2;4;4;i have no idea how much energy is consumed so i don't know;0;47;25;28;0;0;0;100;0;0;2;5;2;1;79;4;1;2;5
467;0;1;2;1;3;3;Transcribe voice messages into text;24;50;0;26;0;0;50;0;50;0;1;2;5;2;62;3;1;1;5
648;1;1;3;4;1;4;only ask important questions;0;46;24;30;0;0;38;52;10;0;2;5;5;1;61;4;1;1;5
1232;0;1;5;7;5;5;It will be best to use smaller models  to help reduce the carbon footprint;25;22;28;25;0;30;18;30;22;0;3;8;7;2;46;6;1;2;5
626;0;1;5;6;7;7;The most effective way to save energy when using generative AI is to prioritize efficiency in interactions. By delivering clear, concise, and relevant responses while minimizing unnecessary computations, generative AI can maintain its utility while reducing energy consumption. This thoughtful approach benefits both users and the environment.;25;15;45;15;0;15;10;50;25;0;4;7;7;2;37;6;1;2;5
442;1;1;3;6;2;4;Possibly using it in  off  hours;20;30;10;40;0;0;30;20;50;0;3;3;1;2;55;6;1;2;5
724;0;1;5;7;6;7;I Make use of AI from companies that supports renewable energy  and I only use AI for task that are high value and I also make use of clean energy like solar;12;55;26;7;0;5;29;47;19;0;5;8;4;1;65;4;1;2;5
626;0;1;2;4;5;5;Only use it when absolutely necessary and not for random questions. ;30;25;12;33;0;30;35;15;20;0;1;6;2;2;59;6;1;2;5
396;1;1;1;1;1;1;Not use it. ;0;10;19;8;63;0;40;10;40;10;2;5;6;1;55;5;1;1;5
952;1;1;1;1;2;5;Ignore the AI tool and learn to draw.;0;45;10;45;0;0;35;25;40;0;1;2;7;1;44;4;1;1;5
1160;0;1;5;7;7;7;Reducing unnecessary queries.;10;35;25;30;0;5;30;55;10;0;4;8;7;2;30;6;1;2;5
310;0;1;4;6;2;3;Think about the prompts i want to run ahead of time and have a list, then discontinue use to not be playing around on there.;10;20;10;60;0;5;30;60;5;0;3;5;4;2;39;6;1;1;5
367;1;1;3;4;2;2;Make sure hardware is up to date;15;11;45;15;14;7;6;81;6;0;2;8;7;2;53;4;2;1;5
191;0;1;1;1;1;7;Not using it;100;0;0;0;0;0;0;100;0;0;2;2;2;1;26;3;1;1;5
504;1;1;2;2;2;5;Understand the impacts that AI capable hardware has on energy consumption, mitigate that by being efficient and intentional with your AI practice.;5;40;15;40;0;5;40;15;40;0;2;7;2;1;35;3;2;1;5
1494;0;1;4;6;7;7;Keeping prompts brief and concise.  Choose models that do not consume too much energy.;10;40;10;30;10;0;0;100;0;0;4;6;7;2;33;4;1;2;5
311;1;1;2;1;4;4;Not use it for entertainment;9;35;2;54;0;23;19;7;51;0;1;3;3;2;64;4;1;2;5
700;1;1;5;6;4;4;Limit the time or duration of AI usage;17;52;24;7;0;26;32;22;20;0;4;8;6;1;42;6;1;1;5
695;0;1;5;7;7;7;When using AI i would consider the type of work being done and how i can utilize the energy consumption by taking the task one by one ;10;30;40;20;0;0;0;100;0;0;4;5;7;1;24;6;1;2;5
377;1;1;2;1;4;4;use it only when necessary, and be concise when providing my inputs.;10;50;10;30;0;5;50;5;40;0;2;4;2;2;58;4;1;2;5
735;0;1;3;1;5;5;Never really thought about it and never researched.  Perhaps limit use and when using, employ a block strategy as opposed to sporadic use.;5;50;15;30;0;20;20;40;20;0;2;6;4;1;61;6;2;2;5
246;1;1;4;6;6;6;Use it less or not have it do energy consuming tasks for too long;15;65;10;10;0;15;50;10;25;0;2;6;1;2;30;6;1;2;5
283;0;1;1;1;5;5;Not use generative AI;70;7;5;18;0;63;15;6;16;0;4;7;2;1;54;4;1;2;5
746;1;1;4;6;4;5;To optimize my computations and reduce unnecessary processing, like minimizing repetitive tasks and making responses more efficient.;12;37;18;33;0;11;10;52;27;0;4;5;6;1;36;6;2;2;5
392;0;1;4;6;1;1;there is not much I can really do;0;15;15;70;0;0;38;34;28;0;2;7;4;1;35;4;1;1;5
506;0;1;2;4;4;4;You can't.  You either develop a power grid able to handle the load AI/deep learning will require or or stop making developments.;5;11;5;10;69;0;34;20;46;0;2;5;6;1;51;4;1;1;5
411;1;1;4;6;6;7;I think the most effective thing I could do is limit how often and how long I interact with AI. By being more mindful of when I actually need to use it, I can avoid unnecessary tasks that could be done manually or with less computational power;21;15;27;28;9;15;22;27;15;21;4;7;7;1;46;6;2;2;5
432;1;1;4;6;5;5;The most effective thing **I** could personally do to save energy when using generative AI is to be more intentional about when and how I use it.      Instead of generating multiple unnecessary queries or running complex tasks that I don’t actually need, I can refine my prompts to be as clear and specific as possible, reducing the number of iterations required. Additionally, I can avoid using AI for trivial or repetitive tasks that could be done more efficiently by a human or a simpler tool.      Beyond that, I can be mindful of the devices I use—ensuring they are energy-efficient, reducing unnecessary screen time, and leveraging AI during off-peak hours when servers are under less strain. These small choices, when combined, could make a meaningful difference in minimizing energy consumption.;15;35;25;25;0;40;21;5;34;0;3;8;2;2;77;6;1;2;5
958;0;1;5;6;5;5;As a local user, I'm not sure I have a great answer for this. The cost is the cost to me — my primary consideration is always getting the best results possible. I think as a society, we will get the greatest gains from optimizations in hardware and software design from the large AI companies.;40;0;5;55;0;30;30;5;35;0;4;3;2;1;58;3;2;2;5
240;1;1;3;3;5;5;Be aware of the amount of processing needed to perform the required action;0;40;19;41;0;0;50;0;50;0;4;8;2;1;49;4;2;1;5
460;1;1;2;2;4;3;some times I can save energy by asking AI some questions rather than doing my own research;36;12;36;16;0;7;12;68;13;0;4;2;6;2;26;4;1;1;5
287;0;1;1;1;7;7;Not use it;20;60;20;0;0;0;35;65;0;0;1;4;2;2;63;4;1;2;5
357;0;1;2;3;5;6;I could limit my use to necessary tasks.;0;30;8;62;0;4;33;39;24;0;1;4;3;2;66;6;1;2;5
468;1;1;3;2;7;7;Make sure your prompts are short when asking questions;25;25;25;25;0;0;50;50;0;0;1;2;4;2;63;3;1;2;5
612;0;1;3;4;4;7;Limit my use of generative AI in general;48;17;9;26;0;28;49;9;14;0;3;4;2;1;35;4;1;1;5
777;1;1;5;7;5;5;Limit hours of usage;20;40;20;20;0;15;15;30;40;0;4;7;6;1;28;6;1;2;5
573;0;1;4;4;1;2;If I quit my other job I would probably seldom use it, past that I use it as I'm assigned.;0;20;10;30;40;0;30;10;40;20;2;3;7;1;61;4;1;1;5
1024;1;1;3;4;4;4;I presume that no matter what the task, if the generative AI is used on my computer, I am only paying for the electric bill, not paying for AI services. In other words no matter what the task, AI is not costing me, at least at this point in time.;30;33;7;30;0;26;25;28;21;0;1;3;5;2;73;6;1;2;5
409;0;1;2;2;5;5;I would assume keep my questions short and to the point.;4;30;28;35;3;8;33;26;32;1;1;3;6;2;70;3;1;2;5
505;1;1;2;2;7;5;I didn't realize generative AI as a big energy consumer. Is it? Maybe I shouldn't use it? I will research. Or perhaps the processing power behind is more? Is it more than what we have? I can do my own research and not bother with it.;40;30;10;20;0;40;30;20;10;0;2;8;3;2;63;4;2;2;5
735;0;1;4;5;1;1;AI does not use any energy. it's unlimited;10;2;51;32;5;6;30;25;39;0;3;4;4;2;27;6;2;2;5
348;1;1;3;3;2;2;Use it more for text rather than images.;0;0;50;50;0;0;35;65;0;0;2;3;2;2;67;4;1;1;5
856;0;1;4;4;1;1;Use generative AI selectively and think of it as you would any other significant energy user like heating your home or using electricity. By taking this mind set you are more likely to use efficiently and consider the financial cost of using it.;1;15;59;25;0;0;10;85;5;0;2;5;6;1;66;6;1;1;5
446;1;1;2;2;5;5;Don't pause for long periods before completing the task.;0;25;25;50;0;0;50;50;0;0;1;2;2;2;67;6;1;2;5
594;1;1;2;2;3;3;I think if I keep the lights low in the room and make sure the device is on energy saving mode.;35;20;8;25;12;10;67;4;16;3;1;3;3;4;55;4;1;2;5
626;0;1;5;5;4;4;Limit the number of hours of working.;20;10;40;30;0;0;0;100;0;0;3;8;6;2;36;6;1;2;5
620;0;1;4;6;5;5;Do not have other forms of communication running at the same time, as in turning off the television when not watching.;100;0;0;0;0;0;0;100;0;0;1;3;1;2;73;5;1;2;5
1322;1;1;3;4;3;4; optimizing the way I process and share information could help too. By being more efficient in how I generate responses—like streamlining my output without overloading systems—I could help lower the resources needed. Efficient code and algorithms go a long way in saving energy too!;30;30;20;20;0;30;30;20;20;0;4;7;6;1;30;6;1;2;5
